userid,pwd,email,displayName
ohhuqgoowkzshus,4859574885,ohhuqgoowkzshus@campus.fct.unl.pt,"ohhuqgoowkzshus"
ysporkzhvxqcbra,117976411058,ysporkzhvxqcbra@campus.fct.unl.pt,"ysporkzhvxqcbra"
fnrwpmadabewjax,12212210211451,fnrwpmadabewjax@campus.fct.unl.pt,"fnrwpmadabewjax"
hcccnibanypjjxy,104584911575,hcccnibanypjjxy@campus.fct.unl.pt,"hcccnibanypjjxy"
tvkuituodzuosgh,8411562123116,tvkuituodzuosgh@campus.fct.unl.pt,"tvkuituodzuosgh"
vojxpljwpvidffx,4738659160,vojxpljwpvidffx@campus.fct.unl.pt,"vojxpljwpvidffx"
shhaojjjtesvdzn,91381228943,shhaojjjtesvdzn@campus.fct.unl.pt,"shhaojjjtesvdzn"
eezuxwkfrtsoqcn,112106110124112,eezuxwkfrtsoqcn@campus.fct.unl.pt,"eezuxwkfrtsoqcn"
tshoujihmsszciv,1201121209791,tshoujihmsszciv@campus.fct.unl.pt,"tshoujihmsszciv"
amadakudjgtfyhh,79111693444,amadakudjgtfyhh@campus.fct.unl.pt,"amadakudjgtfyhh"
xaywrlxcjoolswo,11298963478,xaywrlxcjoolswo@campus.fct.unl.pt,"xaywrlxcjoolswo"
chtfqjthvathtln,91744812336,chtfqjthvathtln@campus.fct.unl.pt,"chtfqjthvathtln"
fspbmdwbuawxcbs,737142107126,fspbmdwbuawxcbs@campus.fct.unl.pt,"fspbmdwbuawxcbs"
zvkuekzbjpyadqp,358210111368,zvkuekzbjpyadqp@campus.fct.unl.pt,"zvkuekzbjpyadqp"
rxeuklhrxzwvnjj,35581214241,rxeuklhrxzwvnjj@campus.fct.unl.pt,"rxeuklhrxzwvnjj"
ysdzmoiuzajjiia,776579116122,ysdzmoiuzajjiia@campus.fct.unl.pt,"ysdzmoiuzajjiia"
upsniifcukjxuxs,8794626859,upsniifcukjxuxs@campus.fct.unl.pt,"upsniifcukjxuxs"
zwuswxepuhtlidg,112121508852,zwuswxepuhtlidg@campus.fct.unl.pt,"zwuswxepuhtlidg"
snnmzbpdsyvbwlj,107794664119,snnmzbpdsyvbwlj@campus.fct.unl.pt,"snnmzbpdsyvbwlj"
guzkxadpcvcfmiq,3884847659,guzkxadpcvcfmiq@campus.fct.unl.pt,"guzkxadpcvcfmiq"
voorpgwlecwbsmd,6361818645,voorpgwlecwbsmd@campus.fct.unl.pt,"voorpgwlecwbsmd"
mnvexvmsoostvxx,59947573116,mnvexvmsoostvxx@campus.fct.unl.pt,"mnvexvmsoostvxx"
pkilyutmtbnxqij,639646102112,pkilyutmtbnxqij@campus.fct.unl.pt,"pkilyutmtbnxqij"
avjtlnummcihgyk,5660777441,avjtlnummcihgyk@campus.fct.unl.pt,"avjtlnummcihgyk"
uvdhrhepgpxgfns,82468743116,uvdhrhepgpxgfns@campus.fct.unl.pt,"uvdhrhepgpxgfns"
tpruijqindfudws,102446210192,tpruijqindfudws@campus.fct.unl.pt,"tpruijqindfudws"
dvzncgstlfwarto,34461104876,dvzncgstlfwarto@campus.fct.unl.pt,"dvzncgstlfwarto"
fovjnnbrqmhzgzl,73981269997,fovjnnbrqmhzgzl@campus.fct.unl.pt,"fovjnnbrqmhzgzl"
syzosotypnlosls,85876911883,syzosotypnlosls@campus.fct.unl.pt,"syzosotypnlosls"
ujwjxpywbgykbim,498967111125,ujwjxpywbgykbim@campus.fct.unl.pt,"ujwjxpywbgykbim"
pahqrjwopjcvlts,4638777045,pahqrjwopjcvlts@campus.fct.unl.pt,"pahqrjwopjcvlts"
oolcurfdzheoahr,931141125446,oolcurfdzheoahr@campus.fct.unl.pt,"oolcurfdzheoahr"
awliosveowuhpkx,92120344582,awliosveowuhpkx@campus.fct.unl.pt,"awliosveowuhpkx"
wrtlusepmgbttai,49126709686,wrtlusepmgbttai@campus.fct.unl.pt,"wrtlusepmgbttai"
uwwqlpepugxeekb,1018685107100,uwwqlpepugxeekb@campus.fct.unl.pt,"uwwqlpepugxeekb"
wwwdvhlhsvimhji,867811810653,wwwdvhlhsvimhji@campus.fct.unl.pt,"wwwdvhlhsvimhji"
bnenjkqndwcvlna,11368498371,bnenjkqndwcvlna@campus.fct.unl.pt,"bnenjkqndwcvlna"
rujtpwjfubmbzfp,107908874109,rujtpwjfubmbzfp@campus.fct.unl.pt,"rujtpwjfubmbzfp"
hvlgzbihaisjete,351258411998,hvlgzbihaisjete@campus.fct.unl.pt,"hvlgzbihaisjete"
vlpiualqdecpzqo,9456535070,vlpiualqdecpzqo@campus.fct.unl.pt,"vlpiualqdecpzqo"
dlpuiprvndkovar,11274509950,dlpuiprvndkovar@campus.fct.unl.pt,"dlpuiprvndkovar"
egqteqjjvgvtbmf,986235113116,egqteqjjvgvtbmf@campus.fct.unl.pt,"egqteqjjvgvtbmf"
ufewzgllyushvxg,9541986865,ufewzgllyushvxg@campus.fct.unl.pt,"ufewzgllyushvxg"
coizoxfgxvvtsyu,69739087113,coizoxfgxvvtsyu@campus.fct.unl.pt,"coizoxfgxvvtsyu"
fvbotnhflcgtbpq,120905852100,fvbotnhflcgtbpq@campus.fct.unl.pt,"fvbotnhflcgtbpq"
cmwizyynkakrcds,925877123121,cmwizyynkakrcds@campus.fct.unl.pt,"cmwizyynkakrcds"
kyukeaelofpnhvb,8972773759,kyukeaelofpnhvb@campus.fct.unl.pt,"kyukeaelofpnhvb"
hixmfjussjzbqiu,42110814789,hixmfjussjzbqiu@campus.fct.unl.pt,"hixmfjussjzbqiu"
upevlrabzsmcagg,791066611666,upevlrabzsmcagg@campus.fct.unl.pt,"upevlrabzsmcagg"
gwyccadkslcrevj,3492463960,gwyccadkslcrevj@campus.fct.unl.pt,"gwyccadkslcrevj"
yhzjxnvblzrvsjw,111122814072,yhzjxnvblzrvsjw@campus.fct.unl.pt,"yhzjxnvblzrvsjw"
jrisnlnhasbaxii,351193936106,jrisnlnhasbaxii@campus.fct.unl.pt,"jrisnlnhasbaxii"
ywhtkhnxpatyzym,1027110375116,ywhtkhnxpatyzym@campus.fct.unl.pt,"ywhtkhnxpatyzym"
nsqffqnsxwpbdup,76457910677,nsqffqnsxwpbdup@campus.fct.unl.pt,"nsqffqnsxwpbdup"
bqqphoojtejdbzb,112609610444,bqqphoojtejdbzb@campus.fct.unl.pt,"bqqphoojtejdbzb"
dogwmtsrhdcijsw,7250815079,dogwmtsrhdcijsw@campus.fct.unl.pt,"dogwmtsrhdcijsw"
ibmckofkzjyuhuf,91947191105,ibmckofkzjyuhuf@campus.fct.unl.pt,"ibmckofkzjyuhuf"
rtvvzdsjbcydvcz,51964359111,rtvvzdsjbcydvcz@campus.fct.unl.pt,"rtvvzdsjbcydvcz"
kqfpydhjkatjhpz,11540567035,kqfpydhjkatjhpz@campus.fct.unl.pt,"kqfpydhjkatjhpz"
jbdzrvdhizbcgug,1221053377105,jbdzrvdhizbcgug@campus.fct.unl.pt,"jbdzrvdhizbcgug"
lbnjjwsheggeaaf,94949012253,lbnjjwsheggeaaf@campus.fct.unl.pt,"lbnjjwsheggeaaf"
djsuhzxkzaxleqz,108417947112,djsuhzxkzaxleqz@campus.fct.unl.pt,"djsuhzxkzaxleqz"
exphgxofelumeui,651136359112,exphgxofelumeui@campus.fct.unl.pt,"exphgxofelumeui"
ooekiaqntuaqero,34441079247,ooekiaqntuaqero@campus.fct.unl.pt,"ooekiaqntuaqero"
ksntodnuublihkf,83112115115119,ksntodnuublihkf@campus.fct.unl.pt,"ksntodnuublihkf"
ijahhvayuehmcrc,121971208393,ijahhvayuehmcrc@campus.fct.unl.pt,"ijahhvayuehmcrc"
nygynfopmkafdaq,485011149121,nygynfopmkafdaq@campus.fct.unl.pt,"nygynfopmkafdaq"
efqwcabpxcumzag,108824811972,efqwcabpxcumzag@campus.fct.unl.pt,"efqwcabpxcumzag"
wnagwkwisgfvzpr,82108365834,wnagwkwisgfvzpr@campus.fct.unl.pt,"wnagwkwisgfvzpr"
ntvdjhmgjrwqlwg,3784956350,ntvdjhmgjrwqlwg@campus.fct.unl.pt,"ntvdjhmgjrwqlwg"
bqvkoatjhrmlchb,37989010578,bqvkoatjhrmlchb@campus.fct.unl.pt,"bqvkoatjhrmlchb"
ovjgwbabpsjpxzo,95855684106,ovjgwbabpsjpxzo@campus.fct.unl.pt,"ovjgwbabpsjpxzo"
zrhjcesgzfsjpwb,568387121126,zrhjcesgzfsjpwb@campus.fct.unl.pt,"zrhjcesgzfsjpwb"
tuaqpqexojflbup,82829777111,tuaqpqexojflbup@campus.fct.unl.pt,"tuaqpqexojflbup"
zkzhbjdpukhyhwr,3610112111188,zkzhbjdpukhyhwr@campus.fct.unl.pt,"zkzhbjdpukhyhwr"
tqifcwounlvqfxn,61110946196,tqifcwounlvqfxn@campus.fct.unl.pt,"tqifcwounlvqfxn"
mkkkiqrvxyyilqp,539111347100,mkkkiqrvxyyilqp@campus.fct.unl.pt,"mkkkiqrvxyyilqp"
kgdfijdvcwimzer,107115954088,kgdfijdvcwimzer@campus.fct.unl.pt,"kgdfijdvcwimzer"
ibexjtuzogsjkdb,90888344114,ibexjtuzogsjkdb@campus.fct.unl.pt,"ibexjtuzogsjkdb"
idkapofuasgdosn,671058876101,idkapofuasgdosn@campus.fct.unl.pt,"idkapofuasgdosn"
dgnibbwtrrtsbtj,90401203580,dgnibbwtrrtsbtj@campus.fct.unl.pt,"dgnibbwtrrtsbtj"
aptcddhbxyoxiqk,7997868649,aptcddhbxyoxiqk@campus.fct.unl.pt,"aptcddhbxyoxiqk"
qspccalejysufsa,70336143109,qspccalejysufsa@campus.fct.unl.pt,"qspccalejysufsa"
zgqwdrrcqtqwmcs,349010010985,zgqwdrrcqtqwmcs@campus.fct.unl.pt,"zgqwdrrcqtqwmcs"
fvllaxrjgmvejsd,91684589108,fvllaxrjgmvejsd@campus.fct.unl.pt,"fvllaxrjgmvejsd"
cmidgmpeumjfjcy,117103498853,cmidgmpeumjfjcy@campus.fct.unl.pt,"cmidgmpeumjfjcy"
swmcukrqcluxtko,5872524463,swmcukrqcluxtko@campus.fct.unl.pt,"swmcukrqcluxtko"
gqsxosoytyohrsw,684411710789,gqsxosoytyohrsw@campus.fct.unl.pt,"gqsxosoytyohrsw"
exeawskgctjqdfs,55539370120,exeawskgctjqdfs@campus.fct.unl.pt,"exeawskgctjqdfs"
mwwqhejikqlyfyw,3912512188117,mwwqhejikqlyfyw@campus.fct.unl.pt,"mwwqhejikqlyfyw"
snyuearcpdvsjsf,8146728633,snyuearcpdvsjsf@campus.fct.unl.pt,"snyuearcpdvsjsf"
ihphldvpoinrsae,56126613943,ihphldvpoinrsae@campus.fct.unl.pt,"ihphldvpoinrsae"
hgswxjblrzfwksu,76839010367,hgswxjblrzfwksu@campus.fct.unl.pt,"hgswxjblrzfwksu"
nsyukfwkxqiabyh,4297334752,nsyukfwkxqiabyh@campus.fct.unl.pt,"nsyukfwkxqiabyh"
ndecdspeiaaqkeg,796512411361,ndecdspeiaaqkeg@campus.fct.unl.pt,"ndecdspeiaaqkeg"
ltxgnmgwrlywdsp,415812512539,ltxgnmgwrlywdsp@campus.fct.unl.pt,"ltxgnmgwrlywdsp"
sqzwqrlccfeemko,6037705352,sqzwqrlccfeemko@campus.fct.unl.pt,"sqzwqrlccfeemko"
aghlycymsvijkws,426937106108,aghlycymsvijkws@campus.fct.unl.pt,"aghlycymsvijkws"
eeyygzszhzipden,10247101108123,eeyygzszhzipden@campus.fct.unl.pt,"eeyygzszhzipden"
thieywvjvgamizn,54401099246,thieywvjvgamizn@campus.fct.unl.pt,"thieywvjvgamizn"
zrrfnpoxvokbnct,8269774750,zrrfnpoxvokbnct@campus.fct.unl.pt,"zrrfnpoxvokbnct"
nlizpibqumkuvdq,10098509157,nlizpibqumkuvdq@campus.fct.unl.pt,"nlizpibqumkuvdq"
niszwviutmqezvk,1026210312074,niszwviutmqezvk@campus.fct.unl.pt,"niszwviutmqezvk"
guzieeziihwkcbb,117123934674,guzieeziihwkcbb@campus.fct.unl.pt,"guzieeziihwkcbb"
xmqaoxvbevfmkmb,9457803559,xmqaoxvbevfmkmb@campus.fct.unl.pt,"xmqaoxvbevfmkmb"
fncwwnfqarmukkq,555859108106,fncwwnfqarmukkq@campus.fct.unl.pt,"fncwwnfqarmukkq"
hnojbwjvucogiuz,34737861113,hnojbwjvucogiuz@campus.fct.unl.pt,"hnojbwjvucogiuz"
aytdpgnvcpvrbmw,704411151124,aytdpgnvcpvrbmw@campus.fct.unl.pt,"aytdpgnvcpvrbmw"
ycplfoedwhegtjp,11986684493,ycplfoedwhegtjp@campus.fct.unl.pt,"ycplfoedwhegtjp"
yljchdhcyouvlsp,8083994544,yljchdhcyouvlsp@campus.fct.unl.pt,"yljchdhcyouvlsp"
bcnyehysgduylpv,69428711970,bcnyehysgduylpv@campus.fct.unl.pt,"bcnyehysgduylpv"
xbcsixtdizeavxd,12183344737,xbcsixtdizeavxd@campus.fct.unl.pt,"xbcsixtdizeavxd"
rgqyhkdgsfjfbiu,126351229690,rgqyhkdgsfjfbiu@campus.fct.unl.pt,"rgqyhkdgsfjfbiu"
udfgkkmmywcgehv,119953889102,udfgkkmmywcgehv@campus.fct.unl.pt,"udfgkkmmywcgehv"
lkhowmxglzwvzgk,11148838793,lkhowmxglzwvzgk@campus.fct.unl.pt,"lkhowmxglzwvzgk"
wtnlypkdlbicrad,65105925437,wtnlypkdlbicrad@campus.fct.unl.pt,"wtnlypkdlbicrad"
xepkmnhqtznkgzd,623589116109,xepkmnhqtznkgzd@campus.fct.unl.pt,"xepkmnhqtznkgzd"
rgrhwosllftvyfq,70734111051,rgrhwosllftvyfq@campus.fct.unl.pt,"rgrhwosllftvyfq"
fvdjpomfuwqvlhi,124898610591,fvdjpomfuwqvlhi@campus.fct.unl.pt,"fvdjpomfuwqvlhi"
kyvamzgdmedragx,93126877748,kyvamzgdmedragx@campus.fct.unl.pt,"kyvamzgdmedragx"
lxcmjooaizyiqtt,485412294114,lxcmjooaizyiqtt@campus.fct.unl.pt,"lxcmjooaizyiqtt"
ybynvzjkzxmhsiu,46913440116,ybynvzjkzxmhsiu@campus.fct.unl.pt,"ybynvzjkzxmhsiu"
krucccigsencise,5346494161,krucccigsencise@campus.fct.unl.pt,"krucccigsencise"
fcwrwbplwnqbxca,116781218285,fcwrwbplwnqbxca@campus.fct.unl.pt,"fcwrwbplwnqbxca"
fxpwmrlvhlqhydl,53918680107,fxpwmrlvhlqhydl@campus.fct.unl.pt,"fxpwmrlvhlqhydl"
dkelqtpfyqteeuk,11611054104112,dkelqtpfyqteeuk@campus.fct.unl.pt,"dkelqtpfyqteeuk"
mjnajkxqoiyqdzr,5880343575,mjnajkxqoiyqdzr@campus.fct.unl.pt,"mjnajkxqoiyqdzr"
xzvgzoenwwrwjwf,74547010788,xzvgzoenwwrwjwf@campus.fct.unl.pt,"xzvgzoenwwrwjwf"
sbtojkvdishjmfh,1037412612249,sbtojkvdishjmfh@campus.fct.unl.pt,"sbtojkvdishjmfh"
ovmebrkjhwkxcon,108344312386,ovmebrkjhwkxcon@campus.fct.unl.pt,"ovmebrkjhwkxcon"
nvinriqhszcsits,576610356112,nvinriqhszcsits@campus.fct.unl.pt,"nvinriqhszcsits"
lcxzmifrocimlpn,6093754442,lcxzmifrocimlpn@campus.fct.unl.pt,"lcxzmifrocimlpn"
ehvlmkvckpumbjh,71686488100,ehvlmkvckpumbjh@campus.fct.unl.pt,"ehvlmkvckpumbjh"
dtoedjppknhxpka,924310269118,dtoedjppknhxpka@campus.fct.unl.pt,"dtoedjppknhxpka"
zekbaqhlkfkimbe,56561109333,zekbaqhlkfkimbe@campus.fct.unl.pt,"zekbaqhlkfkimbe"
pshfvkpcfcrjefq,1161026211935,pshfvkpcfcrjefq@campus.fct.unl.pt,"pshfvkpcfcrjefq"
yidmotstzmbduqc,4485445555,yidmotstzmbduqc@campus.fct.unl.pt,"yidmotstzmbduqc"
prfbfsiefvfmhwm,54601215898,prfbfsiefvfmhwm@campus.fct.unl.pt,"prfbfsiefvfmhwm"
twmkardtzsbvyxm,10389426266,twmkardtzsbvyxm@campus.fct.unl.pt,"twmkardtzsbvyxm"
jsauipguykmaqrw,6443989153,jsauipguykmaqrw@campus.fct.unl.pt,"jsauipguykmaqrw"
nlzrhpufepzqqzv,8210552123102,nlzrhpufepzqqzv@campus.fct.unl.pt,"nlzrhpufepzqqzv"
jrnejlpbsctxrop,8645568977,jrnejlpbsctxrop@campus.fct.unl.pt,"jrnejlpbsctxrop"
zocntsclirqckio,93436710381,zocntsclirqckio@campus.fct.unl.pt,"zocntsclirqckio"
lzutjupqbbpvyev,10672739662,lzutjupqbbpvyev@campus.fct.unl.pt,"lzutjupqbbpvyev"
enmlycyavircivp,811163382126,enmlycyavircivp@campus.fct.unl.pt,"enmlycyavircivp"
cccicbqknakmyrs,4712211666122,cccicbqknakmyrs@campus.fct.unl.pt,"cccicbqknakmyrs"
gxvqorodbjvczmr,96881206369,gxvqorodbjvczmr@campus.fct.unl.pt,"gxvqorodbjvczmr"
rjkixirhbtemnzh,70122525645,rjkixirhbtemnzh@campus.fct.unl.pt,"rjkixirhbtemnzh"
llmebjykidsbnnm,54351126244,llmebjykidsbnnm@campus.fct.unl.pt,"llmebjykidsbnnm"
wxyvmolyskjvalu,641211235387,wxyvmolyskjvalu@campus.fct.unl.pt,"wxyvmolyskjvalu"
caynyfwbtamwphn,47389811697,caynyfwbtamwphn@campus.fct.unl.pt,"caynyfwbtamwphn"
bujhuktluzkkgez,876275114121,bujhuktluzkkgez@campus.fct.unl.pt,"bujhuktluzkkgez"
kkqssrslwgimilo,115851169253,kkqssrslwgimilo@campus.fct.unl.pt,"kkqssrslwgimilo"
elrzfuroqcchjrb,8390577370,elrzfuroqcchjrb@campus.fct.unl.pt,"elrzfuroqcchjrb"
ofyrauqmxsapfmt,331051064481,ofyrauqmxsapfmt@campus.fct.unl.pt,"ofyrauqmxsapfmt"
brxjnyayvfixcpj,51744452106,brxjnyayvfixcpj@campus.fct.unl.pt,"brxjnyayvfixcpj"
ozjecfxxoiqnnpp,7963368995,ozjecfxxoiqnnpp@campus.fct.unl.pt,"ozjecfxxoiqnnpp"
extdmancgxjtuyz,53753634110,extdmancgxjtuyz@campus.fct.unl.pt,"extdmancgxjtuyz"
qvpukflyceozacc,56567033112,qvpukflyceozacc@campus.fct.unl.pt,"qvpukflyceozacc"
aotacvlnxkjykqz,5257417384,aotacvlnxkjykqz@campus.fct.unl.pt,"aotacvlnxkjykqz"
ekzidyfvokccwmg,98102339640,ekzidyfvokccwmg@campus.fct.unl.pt,"ekzidyfvokccwmg"
sebzmpqcbtkgeba,10684515450,sebzmpqcbtkgeba@campus.fct.unl.pt,"sebzmpqcbtkgeba"
srrufizdllzshpe,53355511275,srrufizdllzshpe@campus.fct.unl.pt,"srrufizdllzshpe"
sdtxrnaczsjcsiw,6556517778,sdtxrnaczsjcsiw@campus.fct.unl.pt,"sdtxrnaczsjcsiw"
jxdkyxbyknzlwgr,90385110440,jxdkyxbyknzlwgr@campus.fct.unl.pt,"jxdkyxbyknzlwgr"
evjbtoqbeihrsxt,10899454881,evjbtoqbeihrsxt@campus.fct.unl.pt,"evjbtoqbeihrsxt"
zfphxefkqfxylxe,105489910381,zfphxefkqfxylxe@campus.fct.unl.pt,"zfphxefkqfxylxe"
vpkrtcqspyyywrs,106913712296,vpkrtcqspyyywrs@campus.fct.unl.pt,"vpkrtcqspyyywrs"
kjrmflgpzlroilf,4439448295,kjrmflgpzlroilf@campus.fct.unl.pt,"kjrmflgpzlroilf"
zdevbtpdukjiqew,80116579838,zdevbtpdukjiqew@campus.fct.unl.pt,"zdevbtpdukjiqew"
rdcmyvlijxtilee,5089884180,rdcmyvlijxtilee@campus.fct.unl.pt,"rdcmyvlijxtilee"
dxfcfslclhresgx,91903711469,dxfcfslclhresgx@campus.fct.unl.pt,"dxfcfslclhresgx"
pgocapmrtnueweu,4334797072,pgocapmrtnueweu@campus.fct.unl.pt,"pgocapmrtnueweu"
bqvguhyrsmxzrsv,1237110112355,bqvguhyrsmxzrsv@campus.fct.unl.pt,"bqvguhyrsmxzrsv"
eubcwzdjabhzqne,102119566285,eubcwzdjabhzqne@campus.fct.unl.pt,"eubcwzdjabhzqne"
omycpbozgxelsrg,99753638116,omycpbozgxelsrg@campus.fct.unl.pt,"omycpbozgxelsrg"
svcrvwnovxetmzj,11388893370,svcrvwnovxetmzj@campus.fct.unl.pt,"svcrvwnovxetmzj"
yxftcneficaqplk,103664512191,yxftcneficaqplk@campus.fct.unl.pt,"yxftcneficaqplk"
nfsjqzazykkalnw,4874447639,nfsjqzazykkalnw@campus.fct.unl.pt,"nfsjqzazykkalnw"
sbqrfntfywzzufj,748912071110,sbqrfntfywzzufj@campus.fct.unl.pt,"sbqrfntfywzzufj"
pbffzedqvmkidaj,88759990113,pbffzedqvmkidaj@campus.fct.unl.pt,"pbffzedqvmkidaj"
vohotcvisnlmhrw,8334767776,vohotcvisnlmhrw@campus.fct.unl.pt,"vohotcvisnlmhrw"
xcvxnfwnhagfjiz,99466011086,xcvxnfwnhagfjiz@campus.fct.unl.pt,"xcvxnfwnhagfjiz"
hswwdeoungrgbrf,389811411374,hswwdeoungrgbrf@campus.fct.unl.pt,"hswwdeoungrgbrf"
oozurmhsdwqtgvj,8811912690108,oozurmhsdwqtgvj@campus.fct.unl.pt,"oozurmhsdwqtgvj"
irrbdzktxydewhp,796381121123,irrbdzktxydewhp@campus.fct.unl.pt,"irrbdzktxydewhp"
dbwzjwqzipvmpck,966411180100,dbwzjwqzipvmpck@campus.fct.unl.pt,"dbwzjwqzipvmpck"
upkoxkoruowbpdi,935111637126,upkoxkoruowbpdi@campus.fct.unl.pt,"upkoxkoruowbpdi"
qzybikpvaxfaiaf,8871649666,qzybikpvaxfaiaf@campus.fct.unl.pt,"qzybikpvaxfaiaf"
coegrrrgemxtqwq,115779710437,coegrrrgemxtqwq@campus.fct.unl.pt,"coegrrrgemxtqwq"
jsdfqppcmfvgsvg,8783864536,jsdfqppcmfvgsvg@campus.fct.unl.pt,"jsdfqppcmfvgsvg"
inlogorvujdwkia,4187923874,inlogorvujdwkia@campus.fct.unl.pt,"inlogorvujdwkia"
kxesbeuzdrldcjt,72571196889,kxesbeuzdrldcjt@campus.fct.unl.pt,"kxesbeuzdrldcjt"
nwwmfuaojjeuhag,1163776112104,nwwmfuaojjeuhag@campus.fct.unl.pt,"nwwmfuaojjeuhag"
ehudsqwqdtevrox,951241113891,ehudsqwqdtevrox@campus.fct.unl.pt,"ehudsqwqdtevrox"
bxzappihcoyxfrq,66541004155,bxzappihcoyxfrq@campus.fct.unl.pt,"bxzappihcoyxfrq"
fwpzqrleyoawjou,106361086856,fwpzqrleyoawjou@campus.fct.unl.pt,"fwpzqrleyoawjou"
stfnevxrmpcimxo,43117738163,stfnevxrmpcimxo@campus.fct.unl.pt,"stfnevxrmpcimxo"
rxiexcytshxyemd,39116875166,rxiexcytshxyemd@campus.fct.unl.pt,"rxiexcytshxyemd"
uuarqhfizwhrnzv,10244896263,uuarqhfizwhrnzv@campus.fct.unl.pt,"uuarqhfizwhrnzv"
mkoggukwgknicqn,100961127691,mkoggukwgknicqn@campus.fct.unl.pt,"mkoggukwgknicqn"
ulcqlleamuhcpbp,959410610168,ulcqlleamuhcpbp@campus.fct.unl.pt,"ulcqlleamuhcpbp"
tfqpanbdmwmglaa,59108675345,tfqpanbdmwmglaa@campus.fct.unl.pt,"tfqpanbdmwmglaa"
gkekukzbxplhvgb,67126635563,gkekukzbxplhvgb@campus.fct.unl.pt,"gkekukzbxplhvgb"
yxcxufekatjgjoj,90949811558,yxcxufekatjgjoj@campus.fct.unl.pt,"yxcxufekatjgjoj"
xqzphsjkgzodwas,119945311239,xqzphsjkgzodwas@campus.fct.unl.pt,"xqzphsjkgzodwas"
nnslfphtjmffpdg,118814273107,nnslfphtjmffpdg@campus.fct.unl.pt,"nnslfphtjmffpdg"
jajhenoblsqwjnk,94511038838,jajhenoblsqwjnk@campus.fct.unl.pt,"jajhenoblsqwjnk"
eksqgqdravzugvn,33856811085,eksqgqdravzugvn@campus.fct.unl.pt,"eksqgqdravzugvn"
ofcdbvbjltfhesl,954012410776,ofcdbvbjltfhesl@campus.fct.unl.pt,"ofcdbvbjltfhesl"
qrxykhnizrzfvku,36634661114,qrxykhnizrzfvku@campus.fct.unl.pt,"qrxykhnizrzfvku"
acukofbjzijafrg,69861067984,acukofbjzijafrg@campus.fct.unl.pt,"acukofbjzijafrg"
xwbzkunppwchsxy,70951074246,xwbzkunppwchsxy@campus.fct.unl.pt,"xwbzkunppwchsxy"
trtfagjhuadvofp,517177119105,trtfagjhuadvofp@campus.fct.unl.pt,"trtfagjhuadvofp"
ogueyhdkjgpuuud,10365463942,ogueyhdkjgpuuud@campus.fct.unl.pt,"ogueyhdkjgpuuud"
esjralhgtdfuago,95591098464,esjralhgtdfuago@campus.fct.unl.pt,"esjralhgtdfuago"
frlsqntrtltogqp,871245775103,frlsqntrtltogqp@campus.fct.unl.pt,"frlsqntrtltogqp"
rwguccglmekejbl,1041214236115,rwguccglmekejbl@campus.fct.unl.pt,"rwguccglmekejbl"
vbsvluzmkmqqgvf,1158365125121,vbsvluzmkmqqgvf@campus.fct.unl.pt,"vbsvluzmkmqqgvf"
odblpdrivahceum,621165612355,odblpdrivahceum@campus.fct.unl.pt,"odblpdrivahceum"
xotjhvdgsjciqdj,95969012457,xotjhvdgsjciqdj@campus.fct.unl.pt,"xotjhvdgsjciqdj"
jrlnqciuguewyeg,9459553555,jrlnqciuguewyeg@campus.fct.unl.pt,"jrlnqciuguewyeg"
udsqoalbnldkiyf,46886372100,udsqoalbnldkiyf@campus.fct.unl.pt,"udsqoalbnldkiyf"
tprjgmshkqlzwgi,49569810261,tprjgmshkqlzwgi@campus.fct.unl.pt,"tprjgmshkqlzwgi"
pfyhyunbfhdselu,4511910078109,pfyhyunbfhdselu@campus.fct.unl.pt,"pfyhyunbfhdselu"
sgqflxmepyrvwjh,931161148089,sgqflxmepyrvwjh@campus.fct.unl.pt,"sgqflxmepyrvwjh"
msqhtgjlcpygtrn,444711910178,msqhtgjlcpygtrn@campus.fct.unl.pt,"msqhtgjlcpygtrn"
dvvpecxeqqqsyll,836411572109,dvvpecxeqqqsyll@campus.fct.unl.pt,"dvvpecxeqqqsyll"
jxfvbrzycyhtiqt,60701045542,jxfvbrzycyhtiqt@campus.fct.unl.pt,"jxfvbrzycyhtiqt"
rpuvumjxykanvos,123921168381,rpuvumjxykanvos@campus.fct.unl.pt,"rpuvumjxykanvos"
cnawkbkneljzfox,421204765126,cnawkbkneljzfox@campus.fct.unl.pt,"cnawkbkneljzfox"
jugaeitjhcuqrtj,8611185111110,jugaeitjhcuqrtj@campus.fct.unl.pt,"jugaeitjhcuqrtj"
jdteqnticjfutbr,104741096394,jdteqnticjfutbr@campus.fct.unl.pt,"jdteqnticjfutbr"
pzvffjkmuokbylh,77108395256,pzvffjkmuokbylh@campus.fct.unl.pt,"pzvffjkmuokbylh"
gmdtczeuansjzna,6284768881,gmdtczeuansjzna@campus.fct.unl.pt,"gmdtczeuansjzna"
msaklnvfacsmdec,125383369108,msaklnvfacsmdec@campus.fct.unl.pt,"msaklnvfacsmdec"
edcszsbdvyogkov,10684565567,edcszsbdvyogkov@campus.fct.unl.pt,"edcszsbdvyogkov"
kbghnszovozkpca,88103356485,kbghnszovozkpca@campus.fct.unl.pt,"kbghnszovozkpca"
cgatmhazumtzofv,61594173114,cgatmhazumtzofv@campus.fct.unl.pt,"cgatmhazumtzofv"
zwzenvcjdxbvksu,33431208983,zwzenvcjdxbvksu@campus.fct.unl.pt,"zwzenvcjdxbvksu"
